domain_id,role,opponent,opponent_seen,score,utility,opp_utility,nash,agreement,rounds,predicted_e
domain05,B,NiceNegotiator,False,0.7978465700199999,1.0,0.32615523339999997,0.32615523339999997,True,1,0.5
domain05,B,RandomNegotiator,False,0.7978465700199999,1.0,0.32615523339999997,0.32615523339999997,True,4,0.2673649489879608
domain05,B,ToughNegotiator,False,0.401513848,0.401513848,0.9999999999999999,0.40151384799999995,True,91,3.0
domain05,B,SimpleTitForTatNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain05,B,TopFractionNegotiator,False,0.46694392660827544,0.5011227895,0.7726514432,0.3871932465275848,True,90,0.26800620555877686
domain05,B,FirstOfferOrientedTBNegotiator,False,0.4647921931260813,0.5042116883,0.73939851,0.3728133710536044,True,83,0.8040186166763306
domain06,A,AspirationNegotiator,True,0.8936938112397781,0.8944612590000001,0.99714,0.8919030997992601,True,35,0.2325025200843811
domain06,A,BoulwareTBNegotiator,True,0.8936938112397781,0.8944612590000001,0.99714,0.8919030997992601,True,42,0.5053888559341431
domain06,A,NaiveTitForTatNegotiator,True,0.8853875759108463,0.918171259,0.88098196,0.8088923153694876,True,4,0.25269442796707153
domain06,A,TimeBasedConcedingNegotiator,True,0.8936938112397781,0.8944612590000001,0.99714,0.8919030997992601,True,42,0.5053888559341431
domain06,A,BOA_Boulware,True,0.8936938112397781,0.8944612590000001,0.99714,0.8919030997992601,True,42,0.5053888559341431
domain06,A,LinearTBNegotiator,True,0.8936938112397781,0.8944612590000001,0.99714,0.8919030997992601,True,61,0.18834878504276276
domain06,A,ConcederTBNegotiator,True,0.8456051027199998,0.9999999999999999,0.48535034239999997,0.4853503423999999,True,55,0.23959849774837494
domain06,A,BOA_Hardliner,True,0.6871603533999999,0.6871603533999999,1.0,0.6871603533999999,True,62,0.7580832839012146
domain06,A,BOA_Conceder,True,0.6434253904757323,0.7502553679999999,0.5253617098,0.39415544291910815,True,81,0.18834878504276276
domain06,A,BOA_Moderate,True,0.879798491313525,0.8945594184000001,0.944997404,0.8453563281117499,True,42,0.5053888559341431
domain06,A,MiCRONegotiator,False,0.771727759218592,0.7721588626,0.9981389694,0.7707218513286402,True,81,0.25269442796707153
domain06,A,NiceNegotiator,False,0.8456051027199998,0.9999999999999999,0.48535034239999997,0.4853503423999999,True,1,0.5
domain06,A,RandomNegotiator,False,0.8456051027199998,0.9999999999999999,0.48535034239999997,0.4853503423999999,True,10,0.41007351875305176
domain06,A,ToughNegotiator,False,0.6871603533999999,0.6871603533999999,1.0,0.6871603533999999,True,62,0.7580832839012146
